Gross,IMDB_Rating,Director,Genre,Released_Year,No_of_Votes
56116183,7.7,Gregory Hoblit,"Crime, Drama, Mystery",1996,189716
4414535,7.7,Kenneth Branagh,Drama,1996,35991
10019307,7.7,Alfonso Cuarón,"Drama, Family, Fantasy",1995,32236
23530892,7.7,Kar-Wai Wong,"Comedy, Crime, Drama",1995,26429
21848932,7.7,Michael Radford,"Biography, Comedy, Drama",1994,33600
3151130,7.7,Kevin Smith,Comedy,1994,211450
6110979,7.7,Robert Altman,"Comedy, Drama",1993,42275
77324422,7.7,Jonathan Demme,Drama,1993,224169
27281507,7.7,Brian Henson,"Comedy, Drama, Family",1992,50298
48169908,7.7,Spike Lee,"Biography, Drama, History",1992,85819
75505856,7.7,Michael Mann,"Action, Adventure, Drama",1992,150409
23530892,7.7,Hayao Miyazaki,"Animation, Adventure, Comedy",1992,77798
10725228,7.7,James Foley,"Crime, Drama, Mystery",1992,95826
141340178,7.7,Rob Reiner,"Drama, Thriller",1992,235388
82418501,7.7,Jon Avnet,Drama,1991,66941
6153939,7.7,Joel Coen,"Comedy, Drama, Thriller",1991,113240
5080409,7.7,Joel Coen,"Crime, Drama, Thriller",1990,125822
156452370,7.7,Robert Zemeckis,"Animation, Adventure, Comedy",1988,182009
23530892,7.7,George Sluizer,"Mystery, Thriller",1988,33982
1544889,7.7,Bruce Robinson,"Comedy, Drama",1987,40396
43984230,7.7,Bernardo Bertolucci,"Biography, Drama, History",1987,94326
22238696,7.7,Steven Spielberg,"Action, Drama, History",1987,115677
7153487,7.7,Jean-Jacques Annaud,"Crime, Drama, Mystery",1986,102031
8551228,7.7,David Lynch,"Drama, Mystery, Thriller",1986,181285
10631333,7.7,Woody Allen,"Comedy, Fantasy, Romance",1985,47102
10600000,7.7,Martin Scorsese,"Comedy, Crime, Drama",1985,59635
11798616,7.7,Woody Allen,Comedy,1983,39881
54000000,7.7,Sidney Lumet,Drama,1982,36096
78912963,7.7,Nicholas Meyer,"Action, Adventure, Sci-Fi",1982,112704
47212904,7.7,Ted Kotcheff,"Action, Adventure",1982,226541
54800000,7.7,Robert Redford,Drama,1980,47099
83400000,7.7,Jim Abrahams,Comedy,1980,214882
23530892,7.7,Hayao Miyazaki,"Animation, Adventure, Family",1979,27014
47000000,7.7,John Carpenter,"Horror, Thriller",1978,233106
1924733,7.7,Roman Polanski,"Drama, Thriller",1976,39889
23530892,7.7,Woody Allen,"Comedy, War",1975,36037
23530892,7.7,Joseph Sargent,"Action, Crime, Thriller",1974,26729
119500000,7.7,Mel Brooks,"Comedy, Western",1974,125993
29800000,7.7,Sidney Lumet,"Biography, Crime, Drama",1973,109941
25000000,7.7,Robert Clouse,"Action, Crime, Drama",1973,96561
7056013,7.7,John Boorman,"Adventure, Drama, Thriller",1972,98740
15630710,7.7,William Friedkin,"Action, Crime, Drama",1971,110075
35900000,7.7,Don Siegel,"Action, Crime, Thriller",1971,143292
23530892,7.7,Brian G. Hutton,"Action, Adventure, War",1968,51913
44527234,7.7,Gene Saks,Comedy,1968,31572
45300000,7.7,Robert Aldrich,"Action, Adventure, War",1967,67183
26331,7.7,Luis Buñuel,"Drama, Romance",1967,40274
28350000,7.7,Fred Zinnemann,"Biography, Drama, History",1966,31222
23530892,7.7,Roman Polanski,"Drama, Horror, Thriller",1965,48883
23530892,7.7,Cy Endfield,"Drama, History, War",1964,35999
51081062,7.7,Guy Hamilton,"Action, Adventure, Thriller",1964,174119
11403529,7.7,Alfred Hitchcock,"Drama, Horror, Mystery",1963,171739
23530892,7.7,J. Lee Thompson,"Drama, Thriller",1962,26457
83957,7.7,Michael Powell,"Drama, Horror, Thriller",1960,31354
4905000,7.7,John Sturges,"Action, Adventure, Western",1960,87719
52709,7.7,Georges Franju,"Drama, Horror",1960,27620
23530892,7.7,Don Siegel,"Drama, Horror, Sci-Fi",1956,44839
23530892,7.7,Nicholas Ray,Drama,1955,83363
23530892,7.7,Alexander Mackendrick,"Comedy, Crime",1955,26464
23530892,7.7,Billy Wilder,"Comedy, Drama, Romance",1954,59415
10550000,7.7,John Ford,"Comedy, Drama, Romance",1952,34677
23530892,7.7,Robert Wise,"Drama, Sci-Fi",1951,76315
536118,7.7,John Huston,"Adventure, Drama, Romance",1951,71481
23530892,7.7,Charles Vidor,"Drama, Film-Noir, Romance",1946,27991
76408097,7.7,James Algar,"Animation, Family, Fantasy",1940,88662
23530892,7.7,James Whale,"Horror, Sci-Fi",1933,30683
23530892,7.6,Todd Haynes,"Biography, Drama, History",2019,60408
26020957,7.6,Aneesh Chaganty,"Drama, Mystery, Thriller",2018,140840
142502728,7.6,Quentin Tarantino,"Comedy, Drama",2019,551309
566356,7.6,Andrey Zvyagintsev,Drama,2017,29765
5904366,7.6,Sean Baker,Drama,2017,95181
23530892,7.6,Destin Daniel Cretton,"Biography, Crime, Drama",2019,46739
24801212,7.6,Marc Webb,Drama,2017,99643
13122642,7.6,Tyler Nilson,"Adventure, Comedy, Drama",2019,66346
23530892,7.6,Sebastian Schipper,"Crime, Drama, Romance",2015,52903
845464,7.6,Deniz Gamze Ergüven,Drama,2015,35785
389813101,7.6,James Gunn,"Action, Adventure, Comedy",2017,569974
107825862,7.6,Edgar Wright,"Action, Crime, Drama",2017,439406
18340051,7.6,Joseph Kosinski,"Action, Biography, Drama",2017,58371
72313754,7.6,Steven Spielberg,"Drama, History, Thriller",2015,287659
608581744,7.6,Brad Bird,"Animation, Action, Adventure",2018,250057
248757044,7.6,Ron Clements,"Animation, Adventure, Comedy",2016,272784
46889293,7.6,Denis Villeneuve,"Action, Crime, Drama",2015,371291
109767581,7.6,Ryan Coogler,"Drama, Sport",2015,247666
1092800,7.6,Andrey Zvyagintsev,"Crime, Drama",2014,49397
26862450,7.6,David Mackenzie,"Action, Crime, Drama",2016,204175
37707719,7.6,Stephen Frears,"Biography, Comedy, Drama",2013,94212
208545589,7.6,Matt Reeves,"Action, Adventure, Drama",2014,411599
23530892,7.6,Oriol Paulo,"Mystery, Thriller",2012,57549
4105123,7.6,Gareth Evans,"Action, Thriller",2011,190531
41003371,7.6,David Ayer,"Action, Crime, Drama",2012,228132
19202743,7.6,Hiromasa Yonebayashi,"Animation, Adventure, Family",2010,80939
215288866,7.6,Bradley Cooper,"Drama, Music, Romance",2018,334312
171243005,7.6,Ethan Coen,"Drama, Western",2010,311822
1008098,7.6,Susanne Bier,"Drama, Romance",2010,38491
251513985,7.6,Pierre Coffin,"Animation, Comedy, Crime",2010,500851
35014192,7.6,Jonathan Levine,"Comedy, Drama, Romance",2011,315426
48071303,7.6,Matthew Vaughn,"Action, Comedy, Crime",2010,524081
23530892,7.6,Daniel Monzón,"Action, Adventure, Crime",2009,63882
75605492,7.6,Bennett Miller,"Biography, Drama, Sport",2011,369529
3185812,7.6,Pedro Almodóvar,"Drama, Horror, Thriller",2011,138959
75590286,7.6,Ruben Fleischer,"Adventure, Comedy, Fantasy",2009,520041
23530892,7.6,Dennis Gansel,"Drama, Thriller",2008,102742
209028679,7.6,Guy Ritchie,"Action, Adventure, Mystery",2009,583158
255959475,7.6,John Lee Hancock,"Biography, Drama, Sport",2009,293266
9422422,7.6,Tom McCarthy,Drama,2007,41544
69951824,7.6,Gabriele Muccino,Drama,2008,286770
17114882,7.6,David Cronenberg,"Action, Crime, Drama",2007,227760
38634938,7.6,Matthew Vaughn,"Adventure, Family, Fantasy",2007,255036
686383,7.6,Tomm Moore,"Animation, Adventure, Family",2009,31779
88513495,7.6,Spike Lee,"Crime, Drama, Mystery",2006,339757
20300218,7.6,Ben Affleck,"Crime, Drama, Mystery",2007,250590
10301706,7.6,Olivier Dahan,"Biography, Drama, Music",2007,82781
24633730,7.6,Ronny Yu,"Action, Biography, Drama",2006,72863
39868642,7.6,Neil Burger,"Drama, Fantasy, Mystery",2006,354728
6013,7.6,Shane Meadows,"Crime, Drama, Thriller",2004,49728
301959197,7.6,David Yates,"Action, Adventure, Family",2009,474827
210614939,7.6,Zack Snyder,"Action, Drama",2006,732876
23089926,7.6,Woody Allen,"Drama, Romance, Thriller",2005,206294
107509799,7.6,Zack Snyder,"Action, Drama, Mystery",2009,500799
24149632,7.6,Andrew Niccol,"Action, Crime, Drama",2005,294140
56000369,7.6,James Wan,"Horror, Mystery, Thriller",2004,379020
3081925,7.6,Charlie Kaufman,Drama,2008,83158
697181,7.6,Gregg Araki,Drama,2004,65939
548707,7.6,Yann Samuell,"Comedy, Drama, Romance",2003,67360
6167817,7.6,Jean-Pierre Jeunet,"Drama, Mystery, Romance",2004,70925
5739376,7.6,Tom McCarthy,"Comedy, Drama",2003,67370
16290476,7.6,Alejandro G. Iñárritu,"Crime, Drama, Thriller",2003,224545
45289,7.6,Chan-wook Park,"Crime, Drama, Thriller",2002,62659
51680613,7.6,Marc Forster,"Biography, Drama, Family",2004,198677
13060843,7.6,Spike Lee,Drama,2002,169708
57938693,7.6,Eric Bress,"Drama, Sci-Fi, Thriller",2004,451479
45064915,7.6,Danny Boyle,"Drama, Horror, Sci-Fi",2002,376853
23530892,7.6,Kinji Fukasaku,"Action, Adventure, Drama",2000,169091
52364010,7.6,Wes Anderson,"Comedy, Drama",2001,266842
13622333,7.6,Alfonso Cuarón,Drama,2001,115827
317575550,7.6,Chris Columbus,"Adventure, Family, Fantasy",2001,658185
96522687,7.6,Alejandro Amenábar,"Horror, Mystery, Thriller",2001,337651
52990775,7.6,Ted Demme,"Biography, Crime, Drama",2001,240714
51401758,7.6,Jean-Jacques Annaud,"Drama, History, War",2001,243729
132072926,7.6,Steven Spielberg,"Action, Crime, Mystery",2002,508417
50668906,7.6,Norman Jewison,"Biography, Drama, Sport",1999,91557
15070285,7.6,Mary Harron,"Comedy, Crime, Drama",2000,490062
7267585,7.6,Tom Tykwer,"Crime, Drama, Thriller",1998,188317
36400491,7.6,Terrence Malick,"Drama, War",1998,172710
120620254,7.6,Tony Bancroft,"Animation, Adventure, Family",1998,256906
10680275,7.6,Terry Gilliam,"Adventure, Comedy, Drama",1998,259753
23530892,7.6,Michael Haneke,"Crime, Drama, Thriller",1997,65058
14378331,7.6,Alex Proyas,"Mystery, Sci-Fi, Thriller",1998,187927
49100000,7.6,Barry Levinson,"Crime, Drama, Thriller",1996,186734
3796699,7.6,David Lynch,"Mystery, Thriller",1997,131101
43182776,7.6,Ang Lee,"Drama, Romance",1995,102598
100012499,7.6,John McTiernan,"Action, Adventure, Thriller",1995,364420
1037847,7.6,Jim Jarmusch,"Adventure, Drama, Fantasy",1995,90442
71516617,7.6,Clint Eastwood,"Drama, Romance",1995,73172
173837933,7.6,Ron Howard,"Adventure, Drama, History",PG,269197
1464625,7.6,Krzysztof Kieslowski,"Comedy, Drama, Romance",1994,64390
40903593,7.6,Joel Schumacher,"Action, Crime, Drama",1993,171640
7993039,7.6,Richard Linklater,Comedy,1993,165465
52929168,7.6,Jonathan Lynn,"Comedy, Crime",1992,107325
453243,7.6,Isao Takahata,"Animation, Drama, Romance",1991,27071
1794187,7.6,Marc Caro,"Comedy, Crime",1991,80487
285761243,7.6,Chris Columbus,"Comedy, Family",1990,488817
66666062,7.6,Francis Ford Coppola,"Crime, Drama",1990,359809
92823600,7.6,Rob Reiner,"Comedy, Drama, Romance",1989,195663
111543479,7.6,Ron Clements,"Animation, Family, Fantasy",1989,237696
78756177,7.6,David Zucker,"Comedy, Crime",1988,152871
49530280,7.6,John Hughes,"Comedy, Drama",1987,124773
65207127,7.6,Richard Donner,"Action, Crime, Thriller",1987,236894
2150000,7.6,Joel Coen,"Crime, Drama, Thriller",1984,87745
119285432,7.6,Mark Rydell,Drama,1981,27650
12465371,7.6,George Miller,"Action, Adventure, Sci-Fi",1981,166588
22490039,7.6,Walter Hill,"Action, Crime, Thriller",1979,93878
76657000,7.6,James Frawley,"Adventure, Comedy, Family",1979,32802
43000000,7.6,Don Siegel,"Action, Biography, Crime",1979,121731
23530892,7.6,Martin Rosen,"Animation, Adventure, Drama",1978,33656
35000000,7.6,Alan Parker,"Biography, Crime, Drama",1978,73662
132088635,7.6,Steven Spielberg,"Drama, Sci-Fi",1977,184966
959000,7.6,Robert Altman,"Comedy, Crime, Drama",1973,26337
696690,7.6,Sergio Leone,"Drama, War, Western",1971,30144
1378435,7.6,Brian G. Hutton,"Adventure, Comedy, War",1970,45338
141843612,7.6,Wolfgang Reitherman,"Animation, Adventure, Family",1967,166409
23530892,7.6,Michelangelo Antonioni,"Drama, Mystery, Thriller",1966,56513
13780024,7.6,Richard Lester,"Comedy, Music, Musical",1964,40351
23530892,7.6,Blake Edwards,"Comedy, Drama, Romance",1961,166544
23530892,7.6,George Stevens,"Drama, Western",1956,34075
30500000,7.6,Fred Zinnemann,"Drama, Romance, War",1953,43374
23530892,7.6,Alfred Hitchcock,"Drama, War",1944,26471
23530892,7.6,Alfred Hitchcock,"Crime, Mystery, Thriller",1935,51853
