IMDB_Rating,Meta_score,Gross
8.0,93.0,27545445.0
8.0,65.0,178800000.0
8.0,79.0,553171.0
8.0,77.0,30857814.0
8.0,79.0,3333969.0
8.0,88.0,4542825.0
8.0,78.0,23530892.0
8.0,84.0,38400000.0
8.0,79.0,52767889.0
8.0,84.0,23530892.0
8.0,83.0,30177511.0
8.0,92.0,39200000.0
8.0,87.0,260000000.0
8.0,86.0,50000000.0
8.0,80.0,86300000.0
8.0,58.0,53267000.0
8.0,81.0,232906145.0
8.0,79.0,4081254.0
8.0,93.0,29133000.0
8.0,67.0,80500000.0
8.0,100.0,541940.0
8.0,66.0,102308889.0
8.0,96.0,23530892.0
8.0,79.0,33395426.0
8.0,83.0,104945305.0
8.0,75.0,23530892.0
8.0,63.0,163214286.0
8.0,69.0,111722000.0
8.0,65.0,14500000.0
8.0,91.0,50690.0
8.0,79.0,23530892.0
8.0,90.0,8284000.0
8.0,95.0,19516000.0
8.0,93.0,12535000.0
8.0,95.0,11900000.0
8.0,99.0,2237659.0
8.0,84.0,17570324.0
8.0,100.0,23530892.0
8.0,91.0,23530892.0
8.0,99.0,654000.0
8.0,79.0,23530892.0
8.0,79.0,23530892.0
8.0,84.0,23530892.0
8.0,78.0,23530892.0
8.0,97.0,8000000.0
8.0,79.0,23530892.0
8.0,79.0,23530892.0
8.0,73.0,23530892.0
8.0,79.0,23530892.0
8.0,92.0,23530892.0
8.0,79.0,4360000.0
8.0,93.0,23650000.0
8.0,79.0,23530892.0
8.0,96.0,2108060.0
8.0,96.0,55000.0
8.0,92.0,2076020.0
8.0,79.0,23530892.0
8.0,86.0,23530892.0
8.0,91.0,3270000.0
8.0,97.0,50970.0
7.9,82.0,165359751.0
7.9,79.0,23530892.0
7.9,93.0,3313513.0
7.9,94.0,2000000.0
7.9,93.0,18095701.0
7.9,78.0,258168.0
7.9,82.0,32015231.0
7.9,81.0,5202582.0
7.9,72.0,5875006.0
7.9,79.0,3237118.0
7.9,74.0,315058289.0
7.9,76.0,32381218.0
7.9,58.0,349555.0
7.9,81.0,100546139.0
7.9,80.0,936662225.0
7.9,94.0,8114627.0
7.9,75.0,233921534.0
7.9,82.0,138730.0
7.9,89.0,44671682.0
7.9,71.0,100206256.0
7.9,94.0,6739492.0
7.9,94.0,7000000.0
7.9,90.0,2084637.0
7.9,67.0,5009677.0
7.9,82.0,2122065.0
7.9,81.0,115646235.0
7.9,80.0,26236603.0
7.9,79.0,410800.0
7.9,100.0,25379975.0
7.9,97.0,1185783.0
7.9,82.0,257730019.0
7.9,67.0,7757130.0
7.9,79.0,23530892.0
7.9,89.0,13756082.0
7.9,64.0,2280348.0
7.9,79.0,124987023.0
7.9,83.0,21002919.0
7.9,81.0,23530892.0
7.9,56.0,3635164.0
7.9,79.0,318412101.0
7.9,76.0,13542874.0
7.9,78.0,23530892.0
7.9,84.0,90135191.0
7.9,82.0,249358727.0
7.9,85.0,53710019.0
7.9,86.0,9284265.0
7.9,84.0,1059830.0
7.9,61.0,1000045.0
7.9,68.0,121661683.0
7.9,80.0,1221261.0
7.9,84.0,35552383.0
7.9,90.0,32534850.0
7.9,85.0,7220243.0
7.9,88.0,245852179.0
7.9,85.0,26400640.0
7.9,75.0,23530892.0
7.9,77.0,2201126.0
7.9,59.0,12281500.0
7.9,85.0,1324974.0
7.9,79.0,23530892.0
7.9,65.0,36948322.0
7.9,74.0,56362352.0
7.9,97.0,14743391.0
7.9,77.0,18254702.0
7.9,79.0,76270454.0
7.9,90.0,40084041.0
7.9,84.0,9929135.0
7.9,92.0,188751.0
7.9,77.0,20605209.0
7.9,60.0,57229890.0
7.9,83.0,45700000.0
7.9,72.0,37823676.0
7.9,71.0,5100000.0
7.9,84.0,70600000.0
7.9,76.0,61001.0
7.9,79.0,23530892.0
7.9,93.0,198809.0
7.9,79.0,23530892.0
7.9,62.0,23530892.0
7.9,91.0,61700000.0
7.9,97.0,12064472.0
7.9,89.0,89029.0
7.9,79.0,22276975.0
7.9,75.0,24379978.0
7.9,83.0,13474588.0
7.9,94.0,23530892.0
7.9,87.0,30000000.0
7.9,79.0,23530892.0
7.9,79.0,88300.0
7.9,79.0,93740000.0
7.9,94.0,23530892.0
7.9,72.0,23530892.0
7.9,89.0,9450000.0
7.9,88.0,7630000.0
7.9,79.0,23530892.0
7.9,88.0,2650000.0
7.9,100.0,10464000.0
7.9,79.0,6540000.0
7.9,79.0,9460000.0
7.9,96.0,23530892.0
7.9,79.0,296000.0
7.9,97.0,3981000.0
7.9,79.0,2537520.0
7.9,90.0,10000000.0
7.9,80.0,23530892.0
7.9,79.0,23530892.0
7.8,51.0,23530892.0
7.8,79.0,23530892.0
7.8,81.0,23530892.0
7.8,85.0,2402067.0
7.8,94.0,188373161.0
7.8,79.0,23530892.0
7.8,74.0,169607287.0
7.8,88.0,40442052.0
7.8,79.0,23530892.0
7.8,84.0,48023088.0
7.8,79.0,1782795.0
7.8,96.0,47695120.0
7.8,75.0,435266.0
7.8,65.0,532177324.0
7.8,75.0,408084349.0
7.8,68.0,54117416.0
7.8,91.0,108101214.0
7.8,62.0,6735118.0
7.8,79.0,23530892.0
7.8,85.0,1330596.0
7.8,86.0,2852400.0
7.8,76.0,4231500.0
7.8,79.0,169209.0
7.8,74.0,222527828.0
7.8,55.0,15322921.0
7.8,79.0,1670773.0
7.8,83.0,5209580.0
7.8,84.0,434038008.0
7.8,49.0,85433.0
7.8,84.0,45512466.0
7.8,76.0,177002924.0
7.8,81.0,70259870.0
7.8,79.0,23530892.0
7.8,67.0,128392.0
7.8,71.0,102515793.0
7.8,82.0,107100855.0
7.8,79.0,6460.0
7.8,72.0,161197785.0
7.8,79.0,547292.0
7.8,64.0,23530892.0
7.8,66.0,258366855.0
7.8,82.0,2222647.0
7.8,76.0,10095170.0
7.8,77.0,23530892.0
7.8,81.0,23530892.0
7.8,79.0,93617009.0
7.8,51.0,145000989.0
7.8,55.0,9030581.0
7.8,88.0,9439923.0
7.8,58.0,303003568.0
7.8,85.0,741283.0
7.8,85.0,50927067.0
7.8,78.0,35061555.0
7.8,76.0,130164645.0
7.8,83.0,760507625.0
7.8,63.0,3600.0
7.8,68.0,50866635.0
7.8,80.0,59891098.0
7.8,81.0,23637265.0
7.8,70.0,127509326.0
7.8,67.0,2921738.0
7.8,51.0,1305.0
7.8,82.0,38405088.0
7.8,68.0,5128124.0
7.8,73.0,128985.0
7.8,74.0,25514517.0
7.8,72.0,119519402.0
7.8,61.0,15280.0
7.8,53.0,81001787.0
7.8,75.0,16756372.0
7.8,82.0,181655.0
7.8,91.0,7002255.0
7.8,58.0,23530892.0
7.8,61.0,54234062.0
7.8,83.0,2892011.0
7.8,48.0,115654751.0
7.8,94.0,128078872.0
7.8,87.0,8264530.0
7.8,73.0,233632142.0
7.8,44.0,25812.0
7.8,84.0,28965197.0
7.8,71.0,32481825.0
7.8,84.0,267665011.0
7.8,75.0,659325379.0
7.8,79.0,233986.0
7.8,64.0,12339633.0
7.8,61.0,48323648.0
7.8,76.0,4040691.0
7.8,70.0,5887457.0
7.8,73.0,9170214.0
7.8,50.0,56505065.0
7.8,55.0,32416586.0
7.8,84.0,22954968.0
7.8,84.0,1769305.0
7.8,87.0,183875760.0
7.8,80.0,17266971.0
7.8,79.0,5617391.0
7.8,79.0,23530892.0
7.8,68.0,2015810.0
7.8,86.0,1999955.0
7.8,76.0,57504069.0
7.8,75.0,61276872.0
7.8,74.0,52096475.0
7.8,83.0,23530892.0
7.8,78.0,26830000.0
7.8,82.0,23530892.0
7.8,57.0,118500000.0
7.8,65.0,34603943.0
7.8,45.0,59735548.0
7.8,72.0,5923044.0
7.8,61.0,70136369.0
7.8,75.0,1436000.0
7.8,62.0,61503218.0
7.8,78.0,98467863.0
7.8,66.0,45875171.0
7.8,76.0,34700291.0
7.8,71.0,238632124.0
7.8,91.0,21500000.0
7.8,73.0,2500000.0
7.8,91.0,435110554.0
7.8,77.0,106260000.0
7.8,93.0,23530892.0
7.8,69.0,31800000.0
7.8,91.0,23530892.0
7.8,85.0,4420000.0
7.8,73.0,193817.0
7.8,80.0,16056255.0
7.8,93.0,23530892.0
7.8,80.0,42765000.0
7.8,67.0,4000000.0
7.8,79.0,44785053.0
7.8,81.0,17550741.0
7.8,63.0,56700000.0
7.8,86.0,23530892.0
7.8,95.0,72000000.0
7.8,88.0,102272727.0
7.8,75.0,39100000.0
7.8,97.0,23530892.0
7.8,88.0,2616000.0
7.8,79.0,336705.0
7.8,79.0,23530892.0
7.8,79.0,23530892.0
7.8,79.0,23530892.0
7.8,94.0,23530892.0
7.8,93.0,23530892.0
7.8,98.0,23530892.0
7.8,91.0,23530892.0
7.8,95.0,4360000.0
7.8,93.0,23530892.0
7.8,87.0,23530892.0
7.8,91.0,23530892.0
7.7,96.0,23530892.0
7.7,85.0,335609.0
7.7,66.0,324591735.0
7.7,73.0,33800859.0
7.7,85.0,176040665.0
7.7,86.0,220159104.0
7.7,70.0,3358518.0
7.7,76.0,3333000.0
7.7,72.0,765127.0
7.7,72.0,35893537.0
7.7,60.0,128261724.0
7.7,69.0,124872350.0
7.7,74.0,6743776.0
7.7,87.0,42340598.0
7.7,89.0,2199675.0
7.7,40.0,1122527.0
7.7,70.0,175058.0
7.7,70.0,259766572.0
7.7,79.0,985912.0
7.7,87.0,17654912.0
7.7,72.0,189422889.0
7.7,70.0,1339152.0
7.7,52.0,71177.0
7.7,81.0,56816662.0
7.7,83.0,257760692.0
7.7,96.0,274092705.0
7.7,72.0,228778661.0
7.7,79.0,83861.0
7.7,95.0,96962694.0
7.7,65.0,146408305.0
7.7,73.0,277322503.0
7.7,81.0,304360277.0
7.7,81.0,132092958.0
7.7,86.0,136025503.0
7.7,76.0,32391374.0
7.7,65.0,295983305.0
7.7,86.0,15090400.0
7.7,80.0,18593156.0
7.7,81.0,881302.0
7.7,63.0,35739802.0
7.7,45.0,1752214.0
7.7,79.0,23530892.0
7.7,79.0,23530892.0
7.7,86.0,327919.0
7.7,78.0,25442958.0
7.7,78.0,412544.0
7.7,74.0,17605861.0
7.7,78.0,33080084.0
7.7,53.0,22494487.0
7.7,70.0,1054361.0
7.7,78.0,871577.0
7.7,71.0,200821936.0
7.7,71.0,4398392.0
7.7,87.0,83043761.0
7.7,76.0,53606916.0
7.7,66.0,54580300.0
7.7,78.0,17108591.0
7.7,73.0,176241941.0
7.7,61.0,1082715.0
7.7,73.0,75331600.0
7.7,89.0,44585453.0
7.7,81.0,290013036.0
7.7,47.0,77911774.0
7.7,80.0,75286229.0
7.7,55.0,111110575.0
7.7,83.0,4890878.0
7.7,68.0,4064200.0
7.7,76.0,15539266.0
7.7,28.0,40311852.0
7.7,83.0,22245861.0
7.7,74.0,108638745.0
7.7,72.0,104454762.0
7.7,60.0,141072.0
7.7,74.0,21995263.0
7.7,85.0,3029081.0
7.7,74.0,183417150.0
7.7,62.0,151086.0
7.7,69.0,45512588.0
7.7,79.0,23530892.0
7.7,73.0,52037603.0
7.7,68.0,10824921.0
7.7,81.0,2807390.0
7.7,69.0,76631907.0
7.7,86.0,17105219.0
7.7,79.0,368234.0
7.7,90.0,22858926.0
7.7,67.0,148478011.0
7.7,52.0,63540020.0
7.7,73.0,4065116.0
7.7,76.0,41909762.0
7.7,87.0,35811509.0
7.7,47.0,56116183.0
7.7,79.0,4414535.0
7.7,83.0,10019307.0
7.7,71.0,23530892.0
7.7,81.0,21848932.0
7.7,70.0,3151130.0
7.7,79.0,6110979.0
7.7,66.0,77324422.0
7.7,64.0,27281507.0
7.7,73.0,48169908.0
7.7,76.0,75505856.0
7.7,83.0,23530892.0
7.7,82.0,10725228.0
7.7,62.0,141340178.0
7.7,64.0,82418501.0
7.7,69.0,6153939.0
7.7,66.0,5080409.0
7.7,83.0,156452370.0
7.7,79.0,23530892.0
7.7,84.0,1544889.0
7.7,76.0,43984230.0
7.7,62.0,22238696.0
7.7,54.0,7153487.0
7.7,76.0,8551228.0
7.7,75.0,10631333.0
7.7,90.0,10600000.0
7.7,79.0,11798616.0
7.7,77.0,54000000.0
7.7,67.0,78912963.0
7.7,61.0,47212904.0
7.7,86.0,54800000.0
7.7,78.0,83400000.0
7.7,71.0,23530892.0
7.7,87.0,47000000.0
7.7,71.0,1924733.0
7.7,89.0,23530892.0
7.7,68.0,23530892.0
7.7,73.0,119500000.0
7.7,87.0,29800000.0
7.7,83.0,25000000.0
7.7,80.0,7056013.0
7.7,94.0,15630710.0
7.7,90.0,35900000.0
7.7,63.0,23530892.0
7.7,86.0,44527234.0
7.7,73.0,45300000.0
7.7,79.0,26331.0
7.7,72.0,28350000.0
7.7,91.0,23530892.0
7.7,77.0,23530892.0
7.7,87.0,51081062.0
7.7,90.0,11403529.0
7.7,76.0,23530892.0
7.7,79.0,83957.0
7.7,74.0,4905000.0
7.7,90.0,52709.0
7.7,92.0,23530892.0
7.7,89.0,23530892.0
7.7,91.0,23530892.0
7.7,72.0,23530892.0
7.7,79.0,10550000.0
7.7,79.0,23530892.0
7.7,91.0,536118.0
7.7,79.0,23530892.0
7.7,96.0,76408097.0
7.7,87.0,23530892.0
7.6,73.0,23530892.0
7.6,71.0,26020957.0
7.6,83.0,142502728.0
7.6,86.0,566356.0
7.6,92.0,5904366.0
7.6,68.0,23530892.0
7.6,60.0,24801212.0
7.6,70.0,13122642.0
7.6,77.0,23530892.0
7.6,83.0,845464.0
7.6,67.0,389813101.0
7.6,86.0,107825862.0
7.6,72.0,18340051.0
7.6,81.0,72313754.0
7.6,80.0,608581744.0
7.6,81.0,248757044.0
7.6,82.0,46889293.0
7.6,82.0,109767581.0
7.6,92.0,1092800.0
7.6,88.0,26862450.0
7.6,77.0,37707719.0
7.6,79.0,208545589.0
7.6,79.0,23530892.0
7.6,73.0,4105123.0
7.6,68.0,41003371.0
7.6,80.0,19202743.0
7.6,88.0,215288866.0
7.6,80.0,171243005.0
7.6,65.0,1008098.0
7.6,72.0,251513985.0
7.6,72.0,35014192.0
7.6,66.0,48071303.0
7.6,79.0,23530892.0
7.6,87.0,75605492.0
7.6,70.0,3185812.0
7.6,73.0,75590286.0
7.6,79.0,23530892.0
7.6,57.0,209028679.0
7.6,53.0,255959475.0
7.6,79.0,9422422.0
7.6,36.0,69951824.0
7.6,82.0,17114882.0
7.6,66.0,38634938.0
7.6,81.0,686383.0
7.6,76.0,88513495.0
7.6,72.0,20300218.0
7.6,66.0,10301706.0
7.6,70.0,24633730.0
7.6,68.0,39868642.0
7.6,52.0,6013.0
7.6,78.0,301959197.0
7.6,52.0,210614939.0
7.6,72.0,23089926.0
7.6,56.0,107509799.0
7.6,62.0,24149632.0
7.6,46.0,56000369.0
7.6,67.0,3081925.0
7.6,73.0,697181.0
7.6,45.0,548707.0
7.6,76.0,6167817.0
7.6,81.0,5739376.0
7.6,70.0,16290476.0
7.6,56.0,45289.0
7.6,67.0,51680613.0
7.6,68.0,13060843.0
7.6,30.0,57938693.0
7.6,73.0,45064915.0
7.6,81.0,23530892.0
7.6,76.0,52364010.0
7.6,88.0,13622333.0
7.6,64.0,317575550.0
7.6,74.0,96522687.0
7.6,52.0,52990775.0
7.6,53.0,51401758.0
7.6,80.0,132072926.0
7.6,74.0,50668906.0
7.6,64.0,15070285.0
7.6,77.0,7267585.0
7.6,78.0,36400491.0
7.6,71.0,120620254.0
7.6,41.0,10680275.0
7.6,69.0,23530892.0
7.6,66.0,14378331.0
7.6,49.0,49100000.0
7.6,52.0,3796699.0
7.6,84.0,43182776.0
7.6,58.0,100012499.0
7.6,62.0,1037847.0
7.6,69.0,71516617.0
7.6,77.0,173837933.0
7.6,88.0,1464625.0
7.6,56.0,40903593.0
7.6,78.0,7993039.0
7.6,68.0,52929168.0
7.6,90.0,453243.0
7.6,66.0,1794187.0
7.6,63.0,285761243.0
7.6,60.0,66666062.0
7.6,76.0,92823600.0
7.6,88.0,111543479.0
7.6,76.0,78756177.0
7.6,72.0,49530280.0
7.6,68.0,65207127.0
7.6,82.0,2150000.0
7.6,68.0,119285432.0
7.6,77.0,12465371.0
7.6,65.0,22490039.0
7.6,74.0,76657000.0
7.6,76.0,43000000.0
7.6,64.0,23530892.0
7.6,59.0,35000000.0
7.6,90.0,132088635.0
7.6,87.0,959000.0
7.6,77.0,696690.0
7.6,50.0,1378435.0
7.6,65.0,141843612.0
7.6,82.0,23530892.0
7.6,96.0,13780024.0
7.6,76.0,23530892.0
7.6,84.0,23530892.0
7.6,85.0,30500000.0
7.6,78.0,23530892.0
7.6,93.0,23530892.0
